-0.863452	-2.788509	1
0.135380	-1.921717	1
0.346140	-0.736763	1
0.701218	-0.419367	1
-0.604835	-0.228985	1
-0.803223	-0.475952	1
-0.026976	0.396044	1
0.101341	-0.703698	1
1.448153	-1.584687	1
-0.102985	1.192008	1
0.528323	3.611827	1
-0.748158	-1.093590	1
0.826846	-1.627801	1
-0.433744	0.702291	1
0.201190	-2.719644	1
1.127596	-0.676345	1
-0.899767	1.837360	1
-0.445981	3.416071	1
-0.737020	-1.026163	1
0.869062	-3.588487	1
-0.914488	-3.588173	1
-0.589416	1.488946	1
1.167649	-1.706048	1
-0.050607	2.608704	1
0.675936	1.026427	1
0.213775	-1.496399	1
-0.791963	-2.576949	1
-0.104083	-3.000205	1
0.473792	0.775944	1
0.912898	-2.023686	1
0.427413	-1.936113	1
-0.514646	1.110315	1
-0.107796	-0.724914	1
0.212117	4.482818	1
0.779303	3.145068	1
1.162150	-0.817968	1
0.705777	1.059606	1
-0.609312	-2.486812	1
-1.285407	3.793334	1
0.170236	2.061315	1
0.447841	4.285553	1
2.361674	-1.924279	1
0.094410	-0.684797	1
-2.722967	0.765845	1
-1.139148	1.140010	1
-1.332503	2.323022	1
-0.010959	-2.509260	1
-0.398670	4.207810	1
0.507697	-0.367499	1
-2.609962	-2.628640	1
-0.206039	0.111606	1
0.785764	0.563081	1
1.211650	-0.154398	1
0.373669	0.197711	1
-0.003901	-1.248222	1
-0.134803	-3.206035	1
0.130067	2.826251	1
0.045909	3.010656	1
0.336241	-0.179000	1
1.795172	0.071467	1
0.233151	0.915345	1
-1.825769	0.150993	1
-0.256571	-1.158819	1
1.127988	0.743191	1
0.216902	3.062494	1
-0.945414	-1.969784	1
-0.157097	0.578591	1
-0.891237	1.463128	1
-1.355140	-0.588611	1
0.313057	-0.346065	1
1.565684	2.209142	1
-1.499482	1.031232	1
-1.565868	-1.724183	1
-1.129751	0.678752	1
0.706840	-1.255942	1
1.570970	0.568595	1
2.368741	0.423851	1
1.731752	-1.112952	1
-0.250226	5.132651	1
-0.326032	3.841931	1
-1.846718	0.100527	1
-0.150028	0.061445	1
-0.856147	1.848961	1
1.106300	-4.708105	1
-0.169189	-0.845613	1
-1.029334	2.357649	1
